aqiMajorPollutant,airQualityLevel,observationDateTime,deviceStatus,airQualityIndex,id,co.avgOverTime,pm10.avgOverTime,pm2p5.avgOverTime,so2.avgOverTime,airTemperature.avgOverTime,o3.avgOverTime,atmosphericPressure.avgOverTime,uv.avgOverTime,illuminance.avgOverTime,relativeHumidity.avgOverTime,co2.avgOverTime,ambientNoise.avgOverTime,no2.avgOverTime
PM2.5,POOR,2022-01-02 09:46:10+05:30,ACTIVE,273,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.74,194.99,136.41,0.12,21.14,14.75,0.94,0.05,8798.99,75.14,520.02,73.3,51.87
CO,SATISFACTORY,2022-01-02 09:46:10+05:30,ACTIVE,97,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,1.12,81.03,55.07,0.4,22.66,41.57,0.94,0.15,2623.56,72.78,433.42,74.3,35.06
PM2.5,MODERATE,2022-01-02 09:46:10+05:30,ACTIVE,172,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.91,131.71,87.3,0.0,22.45,14.32,0.94,0.26,6727.87,70.47,0.0,61.7,72.91
CO,SATISFACTORY,2022-01-02 09:46:10+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.83,34.42,23.58,0.01,22.05,21.02,0.94,0.3,3856.37,78.66,594.25,75.97,43.27
PM2.5,VERY_POOR,2022-01-02 09:46:12+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.33,302.77,213.66,0.61,21.61,37.19,0.94,0.51,7038.93,77.22,246.12,83.07,20.53
PM2.5,POOR,2022-01-02 09:46:12+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.4,199.83,142.77,2.71,21.9,9.64,0.94,0.22,1620.96,78.62,0.0,83.43,45.29
CO,SATISFACTORY,2022-01-02 09:46:12+05:30,ACTIVE,82,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.71,46.04,31.48,0.79,23.15,30.84,0.94,0.05,6871.85,70.55,104.0,60.23,43.76
PM2.5,POOR,2022-01-02 09:46:12+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.4,199.83,142.77,2.71,21.9,9.64,0.94,0.22,1620.96,78.62,0.0,83.43,45.29
PM2.5,POOR,2022-01-02 09:46:12+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.4,199.83,142.77,2.71,21.9,9.64,0.94,0.22,1620.96,78.62,0.0,83.43,45.29
PM2.5,POOR,2022-01-02 09:46:12+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.4,199.83,142.77,2.71,21.9,9.64,0.94,0.22,1620.96,78.62,0.0,83.43,45.29
PM2.5,VERY_POOR,2022-01-02 09:46:14+05:30,ACTIVE,310,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.62,278.11,191.89,2.4,23.35,25.08,0.94,0.7,22033.44,70.08,362.52,64.69,47.02
CO,SATISFACTORY,2022-01-02 09:46:15+05:30,ACTIVE,91,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,1.06,79.89,53.39,0.11,22.58,12.92,0.94,0.32,20977.91,74.35,189.34,81.63,41.84
PM2.5,MODERATE,2022-01-02 09:46:16+05:30,ACTIVE,160,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.43,164.96,101.5,0.14,22.02,4.68,0.94,0.15,3034.58,70.71,400.81,77.94,72.56
PM2.5,VERY_POOR,2022-01-02 09:46:16+05:30,ACTIVE,333,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.92,253.48,168.63,0.01,22.08,25.5,0.94,0.02,378.47,75.98,497.15,86.41,30.37
PM2.5,VERY_POOR,2022-01-02 09:46:22+05:30,ACTIVE,365,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.77,305.96,212.39,3.5,22.61,38.41,0.94,0.22,11887.57,74.05,170.73,73.19,49.82
PM2.5,MODERATE,2022-01-02 09:46:23+05:30,ACTIVE,132,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.2,129.75,91.4,4.4,22.04,1.38,0.94,0.08,1076.62,75.47,0.0,69.95,61.26
CO,SATISFACTORY,2022-01-02 10:01:09+05:30,ACTIVE,91,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,1.04,80.28,54.84,0.11,23.14,13.24,0.94,0.42,26257.26,71.88,191.62,81.43,45.07
PM2.5,POOR,2022-01-02 10:01:11+05:30,ACTIVE,273,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.68,164.57,116.63,0.0,22.36,18.55,0.94,0.06,10798.52,70.97,528.91,74.28,49.24
PM2.5,SATISFACTORY,2022-01-02 10:01:11+05:30,ACTIVE,95,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.97,93.07,62.48,0.0,22.86,78.63,0.94,0.09,6924.4,68.44,0.0,81.24,3.13
PM2.5,POOR,2022-01-02 10:01:12+05:30,ACTIVE,274,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,231.8,164.84,,21.76,12.19,0.94,,1246.81,73.35,,76.9,
CO,SATISFACTORY,2022-01-02 10:01:12+05:30,ACTIVE,97,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.78,71.99,50.09,0.09,23.25,51.15,0.94,0.23,3101.43,70.1,415.34,73.62,26.91
PM2.5,MODERATE,2022-01-02 10:01:12+05:30,ACTIVE,172,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.83,134.95,91.71,0.0,22.74,17.15,0.94,0.33,7253.57,69.43,0.0,61.56,69.42
PM2.5,VERY_POOR,2022-01-02 10:01:13+05:30,ACTIVE,333,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.15,263.29,182.38,0.56,22.55,6.48,0.94,0.0,127.44,72.06,267.83,72.83,68.78
PM2.5,POOR,2022-01-02 10:01:13+05:30,ACTIVE,283,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.21,205.98,133.12,1.44,22.35,1.56,0.94,0.08,2930.07,75.24,0.0,68.72,76.27
PM2.5,VERY_POOR,2022-01-02 10:01:13+05:30,ACTIVE,333,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.15,263.29,182.38,0.56,22.55,6.48,0.94,0.0,127.44,72.06,267.83,72.83,68.78
PM2.5,POOR,2022-01-02 10:01:13+05:30,ACTIVE,241,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.72,145.15,102.12,6.57,22.88,10.2,0.93,0.3,25479.85,69.83,61.51,77.3,76.84
PM2.5,POOR,2022-01-02 10:01:14+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.18,186.24,131.9,2.63,22.39,12.01,0.94,0.29,1832.36,76.65,0.0,83.83,42.32
CO,SATISFACTORY,2022-01-02 10:01:14+05:30,ACTIVE,82,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.84,46.33,31.27,1.33,24.04,35.01,0.94,0.07,7379.71,67.96,102.94,60.25,43.51
PM2.5,POOR,2022-01-02 10:01:14+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.18,186.24,131.9,2.63,22.39,12.01,0.94,0.29,1832.36,76.65,0.0,83.83,42.32
PM2.5,POOR,2022-01-02 10:01:14+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.18,186.24,131.9,2.63,22.39,12.01,0.94,0.29,1832.36,76.65,0.0,83.83,42.32
CO,SATISFACTORY,2022-01-02 10:01:14+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.83,33.02,22.64,0.03,22.74,26.36,0.94,0.4,4372.51,75.72,563.79,76.45,41.85
PM2.5,POOR,2022-01-02 10:01:14+05:30,ACTIVE,264,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,1.18,186.24,131.9,2.63,22.39,12.01,0.94,0.29,1832.36,76.65,0.0,83.83,42.32
PM2.5,VERY_POOR,2022-01-02 10:01:16+05:30,ACTIVE,333,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.88,251.91,163.2,0.01,22.4,28.42,0.94,0.03,418.39,74.36,496.88,86.86,27.81
PM2.5,VERY_POOR,2022-01-02 10:01:16+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.12,292.02,206.22,0.21,21.97,46.04,0.94,0.64,7572.01,75.47,260.48,82.87,12.8
PM2.5,VERY_POOR,2022-01-02 10:01:18+05:30,ACTIVE,310,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.46,250.29,172.97,1.75,24.2,25.33,0.94,0.94,25173.35,67.35,353.01,65.55,40.38
PM2.5,MODERATE,2022-01-02 10:01:20+05:30,ACTIVE,160,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.36,160.94,101.85,0.09,22.64,6.18,0.94,0.18,3316.61,68.64,401.38,78.02,72.69
PM2.5,VERY_POOR,2022-01-02 10:01:25+05:30,ACTIVE,365,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.74,310.77,216.57,3.5,23.26,43.91,0.94,0.29,13673.78,71.84,180.51,73.25,48.93
PM2.5,MODERATE,2022-01-02 10:01:26+05:30,ACTIVE,129,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.19,113.24,79.17,4.39,22.68,5.07,0.94,0.1,2087.29,73.52,0.0,69.85,59.63
CO,SATISFACTORY,2022-01-02 10:16:08+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.96,75.33,51.41,0.07,23.89,14.45,0.94,0.54,28604.05,69.33,188.36,81.34,44.53
PM2.5,POOR,2022-01-02 10:16:09+05:30,ACTIVE,274,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.62,165.27,117.86,0.0,23.35,22.06,0.94,0.08,10164.98,67.6,533.98,74.35,45.09
PM2.5,MODERATE,2022-01-02 10:16:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.97,83.11,54.87,0.0,23.16,79.49,0.94,0.13,7113.66,67.61,0.0,81.41,2.41
PM2.5,MODERATE,2022-01-02 10:16:11+05:30,ACTIVE,167,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.97,129.96,93.03,0.0,23.18,15.87,0.94,0.41,7518.81,68.48,0.0,63.01,72.88
PM2.5,POOR,2022-01-02 10:16:11+05:30,ACTIVE,279,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.13,196.64,124.59,1.33,22.86,2.95,0.94,0.11,3248.39,72.56,0.0,67.67,75.45
PM2.5,POOR,2022-01-02 10:16:11+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.82,148.97,103.49,6.85,23.33,10.21,0.93,0.39,26761.56,68.56,69.78,77.37,76.69
CO,SATISFACTORY,2022-01-02 10:16:11+05:30,ACTIVE,87,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.62,64.69,45.72,0.0,23.82,57.84,0.94,0.33,3507.31,67.55,407.22,70.78,21.15
PM2.5,POOR,2022-01-02 10:16:11+05:30,ACTIVE,244,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,231.8,164.84,,21.76,12.19,0.94,,1246.81,73.35,,76.9,
PM2.5,VERY_POOR,2022-01-02 10:16:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.06,262.6,182.19,0.42,23.0,10.21,0.94,0.0,145.03,70.35,271.52,73.18,64.86
PM2.5,VERY_POOR,2022-01-02 10:16:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,1.06,262.6,182.19,0.42,23.0,10.21,0.94,0.0,145.03,70.35,271.52,73.18,64.86
CO,SATISFACTORY,2022-01-02 10:16:13+05:30,ACTIVE,84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.76,43.01,27.28,1.56,25.01,36.95,0.94,0.09,7789.09,65.27,99.34,60.24,43.22
PM2.5,POOR,2022-01-02 10:16:13+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.85,169.5,122.86,2.32,22.91,12.25,0.94,0.36,1993.02,74.17,0.0,83.84,36.16
PM2.5,POOR,2022-01-02 10:16:13+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.85,169.5,122.86,2.32,22.91,12.25,0.94,0.36,1993.02,74.17,0.0,83.84,36.16
CO,SATISFACTORY,2022-01-02 10:16:13+05:30,ACTIVE,73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.95,35.21,22.96,0.05,23.37,28.77,0.94,0.5,4778.06,72.98,539.79,76.98,42.8
PM2.5,POOR,2022-01-02 10:16:13+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.85,169.5,122.86,2.32,22.91,12.25,0.94,0.36,1993.02,74.17,0.0,83.84,36.16
PM2.5,POOR,2022-01-02 10:16:13+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.85,169.5,122.86,2.32,22.91,12.25,0.94,0.36,1993.02,74.17,0.0,83.84,36.16
PM2.5,VERY_POOR,2022-01-02 10:16:15+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.12,279.32,198.18,0.29,22.34,49.51,0.94,0.79,7855.49,74.11,272.86,83.06,9.58
PM2.5,VERY_POOR,2022-01-02 10:16:15+05:30,ACTIVE,332,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.84,258.35,162.88,0.01,22.74,31.79,0.94,0.03,455.88,73.13,498.01,86.59,25.75
PM2.5,VERY_POOR,2022-01-02 10:16:16+05:30,ACTIVE,311,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.36,233.04,160.32,1.38,24.8,26.69,0.94,1.22,26572.08,65.34,351.7,65.43,36.73
PM2.5,MODERATE,2022-01-02 10:16:18+05:30,ACTIVE,174,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.45,169.59,103.63,0.09,23.37,7.74,0.94,0.22,3589.63,66.71,404.45,78.66,73.62
PM2.5,VERY_POOR,2022-01-02 10:16:23+05:30,ACTIVE,365,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.72,313.6,217.78,3.51,24.03,47.59,0.94,0.37,14222.05,69.6,188.07,73.11,47.0
PM2.5,MODERATE,2022-01-02 10:16:25+05:30,ACTIVE,129,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.19,98.64,67.55,4.39,23.36,7.58,0.94,0.13,3402.6,70.88,0.0,69.83,57.11
CO,SATISFACTORY,2022-01-02 10:31:08+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.94,68.54,46.63,0.08,24.59,16.34,0.94,0.67,29908.05,67.11,184.21,80.82,40.72
PM2.5,POOR,2022-01-02 10:31:10+05:30,ACTIVE,244,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,,,,,,,,,,,,
PM2.5,MODERATE,2022-01-02 10:31:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.94,79.05,53.09,0.09,23.38,81.81,0.94,0.13,7184.1,67.05,0.0,81.34,3.35
PM2.5,POOR,2022-01-02 10:31:10+05:30,ACTIVE,274,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.6,181.04,129.04,0.0,23.89,21.5,0.94,0.13,11645.65,65.83,536.06,74.56,43.53
PM2.5,MODERATE,2022-01-02 10:31:12+05:30,ACTIVE,167,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,0.91,119.91,85.57,0.0,23.59,22.87,0.94,0.49,7688.25,67.27,0.0,63.19,68.86
CO,SATISFACTORY,2022-01-02 10:31:12+05:30,ACTIVE,87,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.64,60.84,41.98,0.01,24.36,62.87,0.94,0.42,4083.95,65.58,408.19,69.38,17.43
PM2.5,POOR,2022-01-02 10:31:12+05:30,ACTIVE,279,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,1.04,187.63,118.19,1.2,23.25,6.78,0.94,0.14,3536.38,70.82,0.0,67.69,71.99
PM2.5,POOR,2022-01-02 10:31:12+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.67,140.49,97.49,6.51,23.81,11.74,0.93,0.47,27239.3,67.33,72.03,77.47,74.51
PM2.5,VERY_POOR,2022-01-02 10:31:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,241.96,169.66,0.04,23.36,14.86,0.94,0.0,153.16,69.33,263.37,73.44,60.43
PM2.5,VERY_POOR,2022-01-02 10:31:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,241.96,169.66,0.04,23.36,14.86,0.94,0.0,153.16,69.33,263.37,73.44,60.43
CO,SATISFACTORY,2022-01-02 10:31:13+05:30,ACTIVE,73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.98,37.22,22.6,0.05,24.06,31.39,0.94,0.62,5132.12,70.58,524.75,76.85,43.42
PM2.5,POOR,2022-01-02 10:31:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.77,163.24,118.87,2.1,23.39,14.25,0.94,0.43,2164.32,72.47,0.0,83.59,32.47
PM2.5,POOR,2022-01-02 10:31:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.77,163.24,118.87,2.1,23.39,14.25,0.94,0.43,2164.32,72.47,0.0,83.59,32.47
PM2.5,POOR,2022-01-02 10:31:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.77,163.24,118.87,2.1,23.39,14.25,0.94,0.43,2164.32,72.47,0.0,83.59,32.47
PM2.5,POOR,2022-01-02 10:31:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.77,163.24,118.87,2.1,23.39,14.25,0.94,0.43,2164.32,72.47,0.0,83.59,32.47
CO,SATISFACTORY,2022-01-02 10:31:14+05:30,ACTIVE,84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.52,40.28,23.7,1.21,25.8,37.17,0.94,0.1,8001.29,62.83,98.16,60.18,42.94
PM2.5,VERY_POOR,2022-01-02 10:31:15+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.12,258.37,183.64,0.41,22.72,52.43,0.94,0.93,7839.46,72.92,280.65,83.74,7.94
PM2.5,VERY_POOR,2022-01-02 10:31:15+05:30,ACTIVE,332,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.73,206.76,135.85,0.0,23.06,33.89,0.94,0.04,476.72,72.11,497.54,86.28,23.62
PM2.5,VERY_POOR,2022-01-02 10:31:17+05:30,ACTIVE,311,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.31,208.7,144.5,1.34,25.44,27.71,0.94,1.51,27546.98,63.53,350.35,64.92,36.28
