aqiMajorPollutant,airQualityLevel,observationDateTime,deviceStatus,airQualityIndex,id,co.avgOverTime,pm10.avgOverTime,pm2p5.avgOverTime,so2.avgOverTime,airTemperature.avgOverTime,o3.avgOverTime,atmosphericPressure.avgOverTime,uv.avgOverTime,illuminance.avgOverTime,relativeHumidity.avgOverTime,co2.avgOverTime,ambientNoise.avgOverTime,no2.avgOverTime
PM2.5,MODERATE,2022-01-02 10:31:19+05:30,ACTIVE,174,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,1.33,176.39,106.89,0.0,24.06,11.76,0.94,0.26,3923.67,64.82,402.29,78.57,70.23
PM2.5,VERY_POOR,2022-01-02 10:31:24+05:30,ACTIVE,365,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.64,280.64,197.15,3.38,24.74,51.55,0.94,0.46,14410.82,67.45,187.57,73.68,41.42
PM2.5,MODERATE,2022-01-02 10:31:26+05:30,ACTIVE,129,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.29,97.29,63.78,4.61,24.08,6.94,0.94,0.16,2736.7,68.62,0.0,69.35,56.15
CO,SATISFACTORY,2022-01-02 10:46:08+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.87,61.76,42.28,0.02,24.99,17.45,0.94,0.82,31601.37,65.76,188.54,80.02,39.73
PM2.5,POOR,2022-01-02 10:46:10+05:30,ACTIVE,244,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,,,,,,,,,,,,
PM2.5,POOR,2022-01-02 10:46:10+05:30,ACTIVE,274,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.58,171.07,122.36,0.0,24.34,23.6,0.94,0.15,10796.21,64.69,538.83,75.3,41.5
PM2.5,MODERATE,2022-01-02 10:46:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.99,95.96,56.98,0.08,23.67,90.71,0.94,0.15,7127.28,66.57,0.0,81.59,3.1
PM2.5,VERY_POOR,2022-01-02 10:46:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.9,228.95,159.95,0.03,23.64,16.39,0.94,0.0,159.0,68.69,265.72,73.16,60.81
CO,SATISFACTORY,2022-01-02 10:46:12+05:30,ACTIVE,87,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.82,60.15,39.46,0.11,24.95,65.87,0.94,0.51,4585.74,63.81,412.96,72.96,16.57
PM2.5,MODERATE,2022-01-02 10:46:12+05:30,ACTIVE,167,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.02,119.71,87.71,0.0,23.91,22.14,0.94,0.58,7670.38,66.38,0.0,61.67,73.6
PM2.5,POOR,2022-01-02 10:46:12+05:30,ACTIVE,279,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,0.98,181.41,115.73,1.29,23.64,10.37,0.94,0.15,3858.56,69.76,0.0,67.97,68.81
PM2.5,VERY_POOR,2022-01-02 10:46:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.9,228.95,159.95,0.03,23.64,16.39,0.94,0.0,159.0,68.69,265.72,73.16,60.81
PM2.5,POOR,2022-01-02 10:46:12+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.49,128.09,89.14,6.34,24.12,13.45,0.93,0.56,27646.21,66.47,69.25,77.27,73.58
CO,SATISFACTORY,2022-01-02 10:46:13+05:30,ACTIVE,73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.81,33.17,20.72,0.01,24.49,33.37,0.94,0.74,5524.9,69.38,519.28,76.77,40.55
CO,SATISFACTORY,2022-01-02 10:46:13+05:30,ACTIVE,84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.33,37.4,22.89,0.86,26.25,37.08,0.94,0.12,8185.3,61.39,95.03,60.2,42.78
PM2.5,POOR,2022-01-02 10:46:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.89,156.84,112.06,2.32,23.77,15.29,0.94,0.51,2321.42,71.35,0.0,83.65,32.93
PM2.5,POOR,2022-01-02 10:46:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.89,156.84,112.06,2.32,23.77,15.29,0.94,0.51,2321.42,71.35,0.0,83.65,32.93
PM2.5,POOR,2022-01-02 10:46:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.89,156.84,112.06,2.32,23.77,15.29,0.94,0.51,2321.42,71.35,0.0,83.65,32.93
PM2.5,POOR,2022-01-02 10:46:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.89,156.84,112.06,2.32,23.77,15.29,0.94,0.51,2321.42,71.35,0.0,83.65,32.93
PM2.5,VERY_POOR,2022-01-02 10:46:15+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.06,252.66,179.44,0.22,23.04,55.14,0.94,1.07,7716.59,71.93,288.66,83.65,6.7
PM2.5,VERY_POOR,2022-01-02 10:46:15+05:30,ACTIVE,332,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.68,206.48,134.72,0.0,23.37,33.18,0.94,0.05,499.32,71.21,498.06,86.67,22.11
PM2.5,VERY_POOR,2022-01-02 10:46:17+05:30,ACTIVE,311,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.28,197.48,137.15,1.37,26.32,27.38,0.94,1.81,27453.29,61.26,347.37,65.99,35.73
PM2.5,MODERATE,2022-01-02 10:46:19+05:30,ACTIVE,174,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.95,164.42,105.33,0.0,24.54,20.33,0.94,0.31,4260.86,63.42,394.15,78.55,59.47
PM2.5,VERY_POOR,2022-01-02 10:46:25+05:30,ACTIVE,365,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.78,260.01,181.86,3.55,25.25,55.48,0.94,0.56,13957.34,65.95,184.88,73.98,41.25
PM2.5,MODERATE,2022-01-02 10:46:26+05:30,ACTIVE,129,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.36,98.57,65.78,4.65,24.68,9.23,0.94,0.18,1621.22,67.08,0.0,69.05,52.29
CO,SATISFACTORY,2022-01-02 11:01:09+05:30,ACTIVE,83,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.78,62.63,41.34,0.0,25.41,19.61,0.94,0.95,32573.56,64.72,194.98,80.24,38.82
PM2.5,POOR,2022-01-02 11:01:10+05:30,ACTIVE,244,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,,,,,,,,,,,,
PM2.5,MODERATE,2022-01-02 11:01:10+05:30,ACTIVE,103,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,1.11,96.88,58.84,0.25,24.14,92.07,0.94,0.16,7019.52,65.61,0.0,81.46,2.11
PM2.5,POOR,2022-01-02 11:01:10+05:30,ACTIVE,274,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.56,169.25,119.62,0.0,24.79,25.32,0.94,0.14,7576.44,63.67,545.26,74.9,41.82
CO,SATISFACTORY,2022-01-02 11:01:12+05:30,ACTIVE,87,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.83,60.6,39.45,0.12,25.66,69.82,0.94,0.61,4929.92,62.03,411.99,72.73,15.27
PM2.5,POOR,2022-01-02 11:01:12+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.49,121.35,85.14,6.41,24.44,15.34,0.93,0.65,27005.79,65.69,69.31,77.41,74.02
PM2.5,MODERATE,2022-01-02 11:01:12+05:30,ACTIVE,167,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.51,119.33,86.1,0.0,24.37,21.05,0.94,0.65,7728.39,65.37,0.0,62.07,78.04
PM2.5,VERY_POOR,2022-01-02 11:01:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.99,230.22,161.25,0.04,23.82,16.56,0.94,0.0,174.11,68.14,267.35,73.69,62.86
PM2.5,VERY_POOR,2022-01-02 11:01:12+05:30,ACTIVE,331,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.99,230.22,161.25,0.04,23.82,16.56,0.94,0.0,174.11,68.14,267.35,73.69,62.86
PM2.5,POOR,2022-01-02 11:01:12+05:30,ACTIVE,279,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,0.88,192.06,118.2,1.34,24.22,11.63,0.94,0.16,4252.53,68.58,0.0,68.13,66.52
PM2.5,POOR,2022-01-02 11:01:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.95,156.45,112.48,2.45,24.12,17.65,0.94,0.58,2450.33,70.56,0.0,84.04,32.48
PM2.5,POOR,2022-01-02 11:01:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.95,156.45,112.48,2.45,24.12,17.65,0.94,0.58,2450.33,70.56,0.0,84.04,32.48
CO,SATISFACTORY,2022-01-02 11:01:14+05:30,ACTIVE,73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.63,30.4,20.5,0.0,24.78,35.01,0.94,0.86,5912.07,68.98,513.12,76.95,36.55
PM2.5,POOR,2022-01-02 11:01:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.95,156.45,112.48,2.45,24.12,17.65,0.94,0.58,2450.33,70.56,0.0,84.04,32.48
PM2.5,POOR,2022-01-02 11:01:14+05:30,ACTIVE,261,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.95,156.45,112.48,2.45,24.12,17.65,0.94,0.58,2450.33,70.56,0.0,84.04,32.48
CO,SATISFACTORY,2022-01-02 11:01:14+05:30,ACTIVE,84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.43,35.45,21.79,0.87,26.68,40.42,0.94,0.13,8431.11,60.37,96.58,60.23,42.64
PM2.5,VERY_POOR,2022-01-02 11:01:15+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.1,262.12,186.54,0.19,23.38,53.94,0.94,1.19,7585.01,71.13,299.25,83.58,8.8
PM2.5,VERY_POOR,2022-01-02 11:01:15+05:30,ACTIVE,332,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.7,214.62,137.75,0.0,23.77,33.1,0.94,0.06,529.55,70.32,500.4,87.14,21.98
PM2.5,VERY_POOR,2022-01-02 11:01:17+05:30,ACTIVE,311,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.27,205.22,142.01,1.35,27.12,28.52,0.94,2.11,26359.84,59.22,346.76,66.71,35.82
PM2.5,MODERATE,2022-01-02 11:01:19+05:30,ACTIVE,174,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.64,141.65,95.21,0.0,24.86,28.96,0.94,0.38,4666.59,62.37,385.8,79.12,51.69
PM2.5,VERY_POOR,2022-01-02 11:01:24+05:30,ACTIVE,364,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.88,268.9,183.43,3.75,25.67,57.84,0.94,0.6,13166.84,65.02,186.2,73.98,41.79
PM2.5,MODERATE,2022-01-02 11:01:26+05:30,ACTIVE,126,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.19,101.26,74.21,4.27,25.08,14.4,0.94,0.2,1652.94,66.08,0.0,69.33,46.91
PM2.5,MODERATE,2022-01-02 11:16:08+05:30,ACTIVE,117,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,1.0,83.04,57.52,0.25,24.48,92.54,0.94,0.18,6893.12,64.84,0.0,80.54,3.69
PM2.5,POOR,2022-01-02 11:16:09+05:30,ACTIVE,276,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.57,160.89,113.55,0.0,25.23,27.25,0.94,0.14,6977.13,62.75,549.16,74.75,41.91
PM2.5,VERY_POOR,2022-01-02 11:16:09+05:30,ACTIVE,330,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.9,234.52,160.94,0.05,23.98,21.18,0.94,0.0,182.2,67.75,263.83,74.32,62.68
PM2.5,VERY_POOR,2022-01-02 11:16:09+05:30,ACTIVE,330,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.9,234.52,160.94,0.05,23.98,21.18,0.94,0.0,182.2,67.75,263.83,74.32,62.68
PM10,SATISFACTORY,2022-01-02 11:16:09+05:30,ACTIVE,81,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.81,63.19,41.09,0.11,26.46,72.77,0.94,0.74,5304.94,60.11,410.71,70.62,14.32
PM2.5,POOR,2022-01-02 11:16:10+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.58,117.06,80.81,6.55,24.93,16.17,0.93,0.75,25329.9,64.57,73.01,77.27,74.81
PM2.5,MODERATE,2022-01-02 11:16:10+05:30,ACTIVE,165,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.83,113.39,79.72,0.0,24.76,29.95,0.94,0.73,9137.92,64.37,0.0,63.45,72.68
PM2.5,POOR,2022-01-02 11:16:10+05:30,ACTIVE,277,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,0.84,204.06,120.64,1.3,24.89,13.21,0.94,0.2,4640.59,67.16,0.0,68.03,64.73
PM2.5,POOR,2022-01-02 11:16:11+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.88,157.48,113.25,2.36,24.5,23.07,0.94,0.65,2573.97,69.78,0.0,84.16,29.22
CO,SATISFACTORY,2022-01-02 11:16:11+05:30,ACTIVE,84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/f40c0b8e-248f-9f62-414e-7e2a7065d53e,1.5,33.36,20.37,1.06,27.37,44.63,0.94,0.14,8445.36,59.04,101.41,60.19,42.45
PM2.5,POOR,2022-01-02 11:16:11+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.88,157.48,113.25,2.36,24.5,23.07,0.94,0.65,2573.97,69.78,0.0,84.16,29.22
CO,SATISFACTORY,2022-01-02 11:16:11+05:30,ACTIVE,62,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.62,30.7,20.33,0.0,25.21,38.01,0.94,0.99,6230.36,68.14,504.92,76.81,34.05
PM2.5,POOR,2022-01-02 11:16:11+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.88,157.48,113.25,2.36,24.5,23.07,0.94,0.65,2573.97,69.78,0.0,84.16,29.22
PM2.5,POOR,2022-01-02 11:16:11+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.88,157.48,113.25,2.36,24.5,23.07,0.94,0.65,2573.97,69.78,0.0,84.16,29.22
PM2.5,VERY_POOR,2022-01-02 11:16:13+05:30,ACTIVE,353,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/a1198ebc-db62-1c31-28c6-09d51441f153,1.1,273.48,195.05,0.22,23.82,56.72,0.94,1.28,7346.54,70.13,308.3,84.18,8.31
PM2.5,VERY_POOR,2022-01-02 11:16:14+05:30,ACTIVE,332,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.85,228.66,142.76,0.0,24.2,30.65,0.94,0.07,566.35,69.46,503.56,87.69,26.41
PM2.5,VERY_POOR,2022-01-02 11:16:15+05:30,ACTIVE,310,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3c4ebd7e-00e2-3881-ca79-281a1ba5bc22,0.31,212.21,147.26,1.38,27.58,31.91,0.94,2.35,24341.28,58.06,349.01,65.52,37.21
PM2.5,SATISFACTORY,2022-01-02 11:16:15+05:30,ACTIVE,80,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/b4b9e3b8-fcfa-08c2-a9c5-2093748a116c,0.8,65.62,41.89,0.0,26.1,20.1,0.94,1.1,33509.2,63.21,201.04,80.28,38.96
PM2.5,MODERATE,2022-01-02 11:16:16+05:30,ACTIVE,186,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/3d3a569a-1a89-c3b6-671c-5675e4132c32,0.43,128.51,87.69,0.0,25.18,33.74,0.94,0.43,5043.43,61.51,381.4,78.24,49.22
PM2.5,VERY_POOR,2022-01-02 11:16:21+05:30,ACTIVE,364,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/6e5c898e-23ee-f77a-82f5-ebc4998f5f4a,0.91,272.2,183.87,3.88,26.15,63.21,0.94,0.63,11665.07,63.98,191.31,74.33,43.61
PM2.5,MODERATE,2022-01-02 11:16:23+05:30,ACTIVE,126,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/145bacfd-da11-d35f-ed80-ce7475d9bf3d,1.0,102.51,74.82,3.89,25.43,18.27,0.94,0.22,1720.23,65.24,0.0,69.34,43.78
PM2.5,MODERATE,2022-01-02 11:31:08+05:30,ACTIVE,117,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/12bd3b5b-a189-0d10-3a1f-20a0ba699d7f,0.91,83.44,57.88,0.07,24.78,91.42,0.94,0.19,6752.62,64.1,0.0,79.92,3.31
PM2.5,POOR,2022-01-02 11:31:10+05:30,ACTIVE,276,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/8cff12b2-b8be-1230-c5f6-ca96b4e4e441,0.59,165.81,118.12,0.0,25.72,31.56,0.94,0.15,6656.87,61.9,549.58,73.65,40.44
PM10,SATISFACTORY,2022-01-02 11:31:10+05:30,ACTIVE,81,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.76,63.44,41.37,0.09,27.53,83.34,0.94,0.91,5488.66,57.47,409.56,72.28,7.91
PM2.5,VERY_POOR,2022-01-02 11:31:10+05:30,ACTIVE,330,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,228.76,155.04,0.07,24.25,22.36,0.94,0.01,174.55,67.38,266.55,73.6,63.33
PM2.5,VERY_POOR,2022-01-02 11:31:10+05:30,ACTIVE,330,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/184ba502-22a8-ad15-a8f1-c966cd3aa7a7,0.86,228.76,155.04,0.07,24.25,22.36,0.94,0.01,174.55,67.38,266.55,73.6,63.33
PM2.5,POOR,2022-01-02 11:31:10+05:30,ACTIVE,277,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2353b250-df9a-4108-8e2c-240955969d7e,0.86,215.7,124.38,1.43,25.38,15.23,0.94,0.22,4928.53,66.05,0.0,67.5,63.94
PM2.5,POOR,2022-01-02 11:31:10+05:30,ACTIVE,250,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/02b868e6-59f7-9359-3ae3-6feaf0e6bd9f,1.62,119.72,82.7,6.71,25.26,18.03,0.93,0.79,21482.15,63.73,76.02,76.72,75.38
PM2.5,MODERATE,2022-01-02 11:31:10+05:30,ACTIVE,165,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0541f9dd-2787-d791-9340-c30da7750de7,1.69,109.5,77.49,0.0,25.21,28.32,0.94,0.81,9757.37,63.47,0.0,63.55,77.93
CO,SATISFACTORY,2022-01-02 11:31:12+05:30,ACTIVE,62,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/0ede317b-62b5-86e2-de37-604271f37d73,0.69,31.24,20.33,0.0,25.81,42.12,0.94,1.14,6503.25,66.48,496.52,76.84,36.73
PM2.5,POOR,2022-01-02 11:31:12+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.91,159.69,115.16,2.4,24.86,25.6,0.94,0.72,2674.12,68.94,0.0,84.18,31.81
PM2.5,POOR,2022-01-02 11:31:12+05:30,ACTIVE,259,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/d90466f6-a69a-6989-e54a-eddb4dc47fd4,0.91,159.69,115.16,2.4,24.86,25.6,0.94,0.72,2674.12,68.94,0.0,84.18,31.81
