route_id,trip_delay,license_plate,last_stop_arrival_time,trip_id,observationDateTime,trip_direction,vehicle_label,id,last_stop_id,actual_trip_start_time,location/type,location/coordinates/0,location/coordinates/1,speed
706U,178,GJ05BZ3659,10:36:44,17530448,2022-01-01T10:37:16+05:30,UP,H327,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2712,2022-01-01T10:31:28+05:30,Point,72.788895,21.222179,0
14D,110,GJ05BX8827,10:36:44,17532601,2022-01-01T10:37:28+05:30,DN,H34,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4242,2022-01-01T10:30:31+05:30,Point,72.848525,21.238169,0
14U,1269,GJ05BX8728,10:36:39,17532632,2022-01-01T10:37:19+05:30,UP,H35,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2012,2022-01-01T09:58:26+05:30,Point,72.790336,21.229326,39
22U,288,GJ05BX8758,,17529752,2022-01-01T10:37:22+05:30,UP,H36,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4042,2022-01-01T10:29:11+05:30,Point,72.855713,21.255316,0
13U,135,GJ05BZ5798,10:36:27,17526301,2022-01-01T10:37:23+05:30,UP,H397,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2013,2022-01-01T07:56:09+05:30,Point,72.807383,21.233863,35
01U,,GJ05BX8723,,17529437,2022-01-01T10:37:23+05:30,UP,H48,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2799,2022-01-01T10:31:12+05:30,Point,72.807875,21.198548,0
104D,249,GJ05BX3043,10:36:56,17533865,2022-01-01T10:37:26+05:30,DN,M04,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4446,2022-01-01T10:27:25+05:30,Point,72.871385,21.152342,0
105U,634,GJ05BX3127,10:35:25,17528419,2022-01-01T10:37:20+05:30,UP,M11,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1001,2022-01-01T10:35:21+05:30,Point,72.841419,21.200308,0
14U,101,GJ05CU2286,10:36:46,17532753,2022-01-01T10:37:31+05:30,UP,E035,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4021,2022-01-01T10:26:21+05:30,Point,72.784765,21.16808,25
21D,47,GJ05CU2192,10:37:05,17531250,2022-01-01T10:37:30+05:30,DN,E040,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2076,2022-01-01T10:15:30+05:30,Point,72.87092,21.185586,0
17AU,107,GJ05CU2392,10:30:45,17530163,2022-01-01T10:37:30+05:30,UP,E043,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4033,2022-01-01T10:16:55+05:30,Point,72.889735,21.226292,26
14U,324,GJ05CU2891,10:36:31,17532835,2022-01-01T10:37:31+05:30,UP,E048,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2020,2022-01-01T09:52:41+05:30,Point,72.83889,21.231233,0
17AEU,38,GJ05BZ0059,09:45:13,17529869,2022-01-01T10:37:21+05:30,UP,H107,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4002,2022-01-01T09:18:41+05:30,Point,72.859039,21.08178,24
14D,80,GJ05BX8978,10:35:52,17532593,2022-01-01T10:37:22+05:30,DN,H12,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2020,2022-01-01T10:22:31+05:30,Point,72.834198,21.231594,22
103VD,106,GJ05BZ0880,10:02:47,17531557,2022-01-01T10:37:23+05:30,DN,H157,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6951,2022-01-01T07:46:23+05:30,Point,72.866944,21.231697,1
102D,341,GJ05BZ0557,10:36:57,17533432,2022-01-01T10:37:21+05:30,DN,H171,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4214,2022-01-01T10:35:29+05:30,Point,72.819467,21.246964,30
17AEU,61,GJ05BZ0663,10:36:14,17529917,2022-01-01T10:37:22+05:30,UP,H182,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4033,2022-01-01T10:22:14+05:30,Point,72.902747,21.231116,41
14D,246,GJ05BX8550,10:35:58,17532573,2022-01-01T10:37:18+05:30,DN,H21,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4020,2022-01-01T09:47:44+05:30,Point,72.775213,21.161641,53
213D,2275,GJ05BZ1458,09:48:33,17530633,2022-01-01T10:37:21+05:30,DN,H219,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2228,2022-01-01T08:33:08+05:30,Point,72.907077,21.234822,4
16U,1179,GJ05BZ1889,10:02:35,17526773,2022-01-01T10:37:20+05:30,UP,H243,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4252,2022-01-01T09:59:59+05:30,Point,72.881048,21.215138,0
17AD,161,GJ05BX8744,10:34:33,17530289,2022-01-01T10:37:22+05:30,DN,H26,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1012,2022-01-01T07:50:01+05:30,Point,72.806582,21.198287,20
103SD,654,GJ05BZ2677,10:36:16,17532335,2022-01-01T10:37:20+05:30,DN,H281,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2306,2022-01-01T09:46:04+05:30,Point,72.857293,21.210083,24
14U,68,GJ05BX8849,10:36:39,17532624,2022-01-01T10:37:19+05:30,UP,H30,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2010,2022-01-01T10:08:06+05:30,Point,72.791073,21.217314,39
254U,1610,GJ05BZ2947,10:28:50,17527746,2022-01-01T10:37:22+05:30,UP,H309,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4433,2022-01-01T09:22:34+05:30,Point,72.871785,21.162612,0
706D,175,GJ05BZ3675,10:15:19,17530473,2022-01-01T10:37:23+05:30,DN,H318,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2606,2022-01-01T10:04:47+05:30,Point,72.787401,21.216861,26
402U,1129,GJ05BZ3892,10:36:45,17533541,2022-01-01T10:37:21+05:30,UP,H322,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2220,2022-01-01T08:28:18+05:30,Point,72.832707,21.219376,14
13U,79,GJ05BZ4186,10:34:21,17526293,2022-01-01T10:37:21+05:30,UP,H337,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2028,2022-01-01T10:11:16+05:30,Point,72.875006,21.220813,7
16D,120,GJ05BZ3733,10:04:10,17526914,2022-01-01T10:37:22+05:30,DN,H348,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2034,2022-01-01T09:39:57+05:30,Point,72.846762,21.258964,15
213D,2097,GJ05BZ3630,09:43:38,17530614,2022-01-01T10:37:20+05:30,DN,H357,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2259,2022-01-01T09:02:38+05:30,Point,72.83286,21.220785,1
16D,1169,GJ05BZ5309,10:36:15,17526980,2022-01-01T10:37:23+05:30,DN,H383,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2027,2022-01-01T10:06:15+05:30,Point,72.859258,21.21686,25
02U,182,GJ05BX8672,,17529505,2022-01-01T10:37:18+05:30,UP,H43,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2799,2022-01-01T10:31:07+05:30,Point,72.807728,21.198559,0
104D,3,GJ05BX3022,10:21:35,17533826,2022-01-01T10:37:28+05:30,DN,M02,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4449,2022-01-01T10:35:08+05:30,Point,72.87876,21.145192,17
105U,426,GJ05BX3119,10:37:03,17528418,2022-01-01T10:37:23+05:30,UP,M10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2502,2022-01-01T10:20:52+05:30,Point,72.826523,21.174749,11
105D,111,GJ05BX3143,,17528496,2022-01-01T10:37:21+05:30,DN,M14,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2066,2022-01-01T10:26:01+05:30,Point,72.839405,21.151329,21
105D,228,GJ05BX3191,10:36:12,17528495,2022-01-01T10:37:21+05:30,DN,M17,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4540,2022-01-01T10:27:54+05:30,Point,72.843404,21.14211,19
205GD,667,GJ05BX3273,,17531330,2022-01-01T10:37:21+05:30,DN,M37,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1132,2022-01-01T09:41:57+05:30,Point,72.81026,21.1858,0
104U,667,GJ05BX3480,10:36:04,17533970,2022-01-01T10:37:24+05:30,UP,M59,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2444,2022-01-01T10:09:13+05:30,Point,72.863171,21.157855,30
104U,90,GJ05BX3595,10:33:25,17533988,2022-01-01T10:37:25+05:30,UP,M64,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,10,2022-01-01T10:32:50+05:30,Point,72.840098,21.203873,0
305D,1090,GJ05BX3887,10:33:49,17532040,2022-01-01T10:37:28+05:30,DN,M70,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4532,2022-01-01T10:01:06+05:30,Point,72.836985,21.151263,24
15CU,76,GJ05BU8836,10:35:33,17530880,2022-01-01T10:37:21+05:30,UP,P16,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4022,2022-01-01T09:48:34+05:30,Point,72.846419,21.150465,35
12D,269,GJ05BV2468,10:35:37,17527225,2022-01-01T10:37:27+05:30,DN,P26,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4052,2022-01-01T10:31:37+05:30,Point,72.89605,21.217545,7
12U,200,GJ05BV2549,10:36:19,17527076,2022-01-01T10:37:18+05:30,UP,P30,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2035,2022-01-01T10:05:43+05:30,Point,72.86343,21.19076,0
12U,98,GJ05BV2776,10:34:53,17527082,2022-01-01T10:37:24+05:30,UP,P33,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2041,2022-01-01T10:11:10+05:30,Point,72.834624,21.17839,24
12U,67,GJ05BV4520,10:36:49,17527184,2022-01-01T10:37:19+05:30,UP,P40,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2056,2022-01-01T10:25:38+05:30,Point,72.795712,21.159774,16
12U,237,GJ05BX1291,10:36:38,17527179,2022-01-01T10:37:18+05:30,UP,P50,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4044,2022-01-01T09:54:57+05:30,Point,72.877625,21.199175,45
12D,1149,GJ05BX1482,10:36:49,17527322,2022-01-01T10:37:21+05:30,DN,P53,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2039,2022-01-01T10:09:33+05:30,Point,72.837269,21.179511,12
12D,840,GJ05BX1314,10:36:14,17527213,2022-01-01T10:37:24+05:30,DN,P55,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4044,2022-01-01T10:18:53+05:30,Point,72.871664,21.195879,31
12D,58,GJ05BX1430,10:35:52,17527231,2022-01-01T10:37:22+05:30,DN,P62,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4052,2022-01-01T10:32:43+05:30,Point,72.895908,21.218116,27
105U,649,GJ05BX3209,10:35:45,17528423,2022-01-01T10:37:24+05:30,UP,M21,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4512,2022-01-01T10:10:04+05:30,Point,72.829792,21.147543,11
504U,1038,GJ05BX3388,10:33:10,17527574,2022-01-01T10:37:21+05:30,UP,M46,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2441,2022-01-01T10:22:30+05:30,Point,72.862274,21.171943,0
506U,757,GJ05BX3522,10:35:33,17528279,2022-01-01T10:37:23+05:30,UP,M61,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2634,2022-01-01T10:06:39+05:30,Point,72.811883,21.162871,8
305U,351,GJ05BX3862,,17532111,2022-01-01T10:37:27+05:30,UP,M69,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2041,2022-01-01T10:36:32+05:30,Point,72.836732,21.175382,16
305D,620,GJ05BX3919,10:35:32,17532041,2022-01-01T10:37:27+05:30,DN,M72,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4544,2022-01-01T10:19:34+05:30,Point,72.833954,21.141156,19
12D,411,GJ05BU9162,10:30:41,17527307,2022-01-01T10:37:21+05:30,DN,P22,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4054,2022-01-01T10:29:20+05:30,Point,72.900245,21.229933,0
12D,18,GJ05BV2159,10:36:47,17527363,2022-01-01T10:37:26+05:30,DN,P29,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4005,2022-01-01T09:43:12+05:30,Point,72.753936,21.14058,41
12U,192,GJ05BV2742,10:36:34,17527100,2022-01-01T10:37:26+05:30,UP,P32,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2052,2022-01-01T10:20:10+05:30,Point,72.813743,21.17033,32
15CU,24,GJ05BV4449,10:33:39,17530850,2022-01-01T10:37:19+05:30,UP,P39,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2041,2022-01-01T10:20:18+05:30,Point,72.838695,21.18049,0
12U,322,GJ05BV5408,10:36:37,17527088,2022-01-01T10:37:21+05:30,UP,P44,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2055,2022-01-01T10:26:23+05:30,Point,72.800115,21.165112,31
12D,362,GJ05BX1389,10:37:00,17527301,2022-01-01T10:37:24+05:30,DN,P52,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4049,2022-01-01T10:30:39+05:30,Point,72.895842,21.209528,33
12D,473,GJ05BX1170,,17527219,2022-01-01T10:37:27+05:30,DN,P54,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4045,2022-01-01T10:25:46+05:30,Point,72.876714,21.198496,44
12D,716,GJ05BX1427,10:36:21,17527368,2022-01-01T10:37:45+05:30,DN,P61,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4045,2022-01-01T10:30:57+05:30,Point,72.878381,21.199341,14.9
12U,591,GJ05BX1148,10:37:11,17527094,2022-01-01T10:37:21+05:30,UP,P63,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2055,2022-01-01T10:20:46+05:30,Point,72.79781,21.162717,15
22D,310,GJ05BX1501,10:36:08,17529851,2022-01-01T10:37:28+05:30,DN,A01,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4040,2022-01-01T10:10:36+05:30,Point,72.847583,21.257785,35
13U,106,GJ05BX1806,08:31:22,17526385,2022-01-01T10:37:30+05:30,UP,A06,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2014,2022-01-01T06:01:24+05:30,Point,72.815388,21.231571,24
136D,222,GJ05BX1926,10:37:22,17533697,2022-01-01T10:37:31+05:30,DN,A10,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2607,2022-01-01T10:20:30+05:30,Point,72.792596,21.172884,16
136U,584,GJ05BX2164,10:37:15,17533508,2022-01-01T10:37:35+05:30,UP,A25,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4015,2022-01-01T10:03:51+05:30,Point,72.760348,21.147063,25
21U,452,GJ05BX2218,10:36:26,17531150,2022-01-01T10:37:27+05:30,UP,A27,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2077,2022-01-01T10:07:38+05:30,Point,72.848324,21.194361,7
21U,348,GJ05BX2259,10:35:53,17531110,2022-01-01T10:37:38+05:30,UP,A31,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2080,2022-01-01T10:01:51+05:30,Point,72.868233,21.190354,0
13U,1077,GJ05BX2389,10:35:25,17526467,2022-01-01T10:37:30+05:30,UP,A45,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2024,2022-01-01T10:17:09+05:30,Point,72.847866,21.22335,47
22U,52,GJ05BX1580,10:35:56,17529751,2022-01-01T10:37:36+05:30,UP,A02,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4252,2022-01-01T10:31:36+05:30,Point,72.849347,21.238789,30
20U,70,GJ05BX1810,10:36:30,17529621,2022-01-01T10:37:29+05:30,UP,A07,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4063,2022-01-01T10:32:59+05:30,Point,72.851506,21.246107,26
20U,434,GJ05BX2147,10:36:56,17529565,2022-01-01T10:37:35+05:30,UP,A22,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1015,2022-01-01T10:21:44+05:30,Point,72.828824,21.211283,31
20D,178,GJ05BX2181,10:36:49,17529691,2022-01-01T10:37:29+05:30,DN,A26,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1017,2022-01-01T10:18:54+05:30,Point,72.832295,21.210277,38
21U,32,GJ05BX2258,10:34:19,17531145,2022-01-01T10:37:39+05:30,UP,A30,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2081,2022-01-01T09:53:36+05:30,Point,72.870893,21.186617,39
136D,118,GJ05BX2347,10:36:34,17533698,2022-01-01T10:37:39+05:30,DN,A38,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4006,2022-01-01T10:30:54+05:30,Point,72.759763,21.146321,0
21U,119,GJ05BX2443,10:36:09,17531154,2022-01-01T10:37:38+05:30,UP,A47,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2007,2022-01-01T10:07:42+05:30,Point,72.802035,21.201858,0
117D,226,GJ05BX1544,10:36:30,17528360,2022-01-01T10:37:40+05:30,DN,C001,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2004,2022-01-01T09:49:35+05:30,Point,72.799675,21.192633,0
658D,1443,GJ05BX2033,10:35:57,17526681,2022-01-01T10:37:38+05:30,DN,C009,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6990,2022-01-01T10:21:07+05:30,Point,72.729746,21.191559,17
206D,235,GJ05BX2091,10:36:00,17531986,2022-01-01T10:37:41+05:30,DN,C025,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4001,2022-01-01T10:26:37+05:30,Point,72.754582,21.141373,35
153ED,274,GJ05BX2420,,17530574,2022-01-01T10:37:32+05:30,DN,C065,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2301,2022-01-01T10:20:23+05:30,Point,72.8411,21.20703,25
216KD,175,GJ05BX3027,10:28:42,17531909,2022-01-01T10:37:34+05:30,DN,C086,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1105,2022-01-01T09:49:29+05:30,Point,72.816492,21.19224,0
216KD,807,GJ05bz0313,10:07:05,17531919,2022-01-01T10:37:38+05:30,DN,C100,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6109,2022-01-01T08:34:26+05:30,Point,72.715954,21.081165,0
126D,136,GJ05BX2508,10:37:18,17528771,2022-01-01T10:37:38+05:30,DN,C103,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2620,2022-01-01T10:21:45+05:30,Point,72.813419,21.176014,32
108D,103,GJ05BX2799,10:36:48,17528652,2022-01-01T10:37:38+05:30,DN,C127,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,6802,2022-01-01T10:03:35+05:30,Point,72.772286,21.276888,38
126U,738,GJ05BX3017,10:32:24,17528711,2022-01-01T10:37:04+05:30,UP,C144,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2611,2022-01-01T10:02:52+05:30,Point,72.794461,21.159428,24
112D,572,GJ05BX3293,10:35:56,17529153,2022-01-01T10:37:37+05:30,DN,C170,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,1017,2022-01-01T10:19:09+05:30,Point,72.835791,21.206462,14
20D,492,GJ05BX2465,,17529634,2022-01-01T10:37:52+05:30,DN,A48,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,4041,2022-01-01T09:42:07+05:30,Point,72.855535,21.255294,0
126U,317,GJ05BX1679,10:29:59,17528724,2022-01-01T10:37:37+05:30,UP,C002,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,10,2022-01-01T10:29:14+05:30,Point,72.840129,21.204209,0
107U,11,GJ05BX2065,,17533092,2022-01-01T10:37:38+05:30,UP,C018,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,10,2022-01-01T10:32:18+05:30,Point,72.839783,21.203372,8
107D,198,GJ05BX2152,10:37:13,17533331,2022-01-01T10:37:23+05:30,DN,C030,suratmunicipal.org/6db486cb4f720e8585ba1f45a931c63c25dbbbda/rs.iudx.org.in/surat-itms-realtime-info/surat-itms-live-eta,2741,2022-01-01T10:17:06+05:30,Point,72.786416,21.194445,0
