uv/avgOverTime,o3/avgOverTime,pm2p5/avgOverTime,airQualityLevel,co2/avgOverTime,pm10/avgOverTime,co/avgOverTime,observationDateTime,deviceStatus,no2/avgOverTime,airTemperature/avgOverTime,illuminance/avgOverTime,ambientNoise/avgOverTime,aqiMajorPollutant,so2/avgOverTime,relativeHumidity/avgOverTime,id,atmosphericPressure/avgOverTime,airQualityIndex
0.08,33.31,66.37,VERY_POOR,322.3,97.78,0.65,2022-01-01T16:46:12+05:30,ACTIVE,47.22,27.97,1492.49,76.49,PM2.5,2.07,53.84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.06,27.46,66.39,VERY_POOR,329.26,98.1,0.72,2022-01-01T17:01:12+05:30,ACTIVE,52.21,27.86,1192.63,76.53,PM2.5,2.25,54.12,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.04,21.62,73.47,VERY_POOR,339.6,109.62,0.89,2022-01-01T17:31:12+05:30,ACTIVE,57.72,27.57,741.17,76.59,PM2.5,2.59,55.33,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.05,23.53,69.72,VERY_POOR,335.4,103.55,0.84,2022-01-01T17:16:11+05:30,ACTIVE,55.63,27.71,974.53,76.62,PM2.5,2.49,54.68,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.02,18.14,75.49,VERY_POOR,344.24,114.19,0.91,2022-01-01T17:46:12+05:30,ACTIVE,60.23,27.35,514.65,76.3,PM2.5,2.7,56.15,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.24,46.11,115.52,VERY_POOR,316.96,163.54,0.75,2022-01-01T14:01:14+05:30,ACTIVE,49.29,27.03,1739.53,76.88,PM2.5,2.24,59.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,346
0.22,42.01,101.3,VERY_POOR,318.17,141.96,0.8,2022-01-01T14:31:12+05:30,ACTIVE,53.33,27.41,1702.06,76.5,PM2.5,2.32,58.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.2,36.55,87.61,VERY_POOR,320.02,126.39,0.83,2022-01-01T15:01:12+05:30,ACTIVE,50.15,27.66,1643.45,76.27,PM2.5,2.4,56.49,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.21,37.59,95.88,VERY_POOR,322.09,138.11,0.9,2022-01-01T14:46:11+05:30,ACTIVE,52.64,27.5,1667.35,76.39,PM2.5,2.54,57.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.23,44.81,107.86,VERY_POOR,318.15,151.87,0.78,2022-01-01T14:16:12+05:30,ACTIVE,52.41,27.2,1756.31,76.86,PM2.5,2.26,59.23,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
,,,VERY_POOR,,,,2022-01-01T13:46:10+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,346
0.09,7.89,182.45,VERY_POOR,281.95,256.76,1.21,2022-01-01T10:01:10+05:30,ACTIVE,63.82,20.75,1296.19,76.48,PM2.5,2.75,74.17,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,352
0.12,13.46,150.25,VERY_POOR,279.32,208.63,1.18,2022-01-01T10:31:11+05:30,ACTIVE,65.17,21.81,1429.09,76.53,PM2.5,2.09,71.68,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0.14,16.62,97.83,VERY_POOR,280.17,134.99,1.12,2022-01-01T10:46:10+05:30,ACTIVE,64.5,22.16,1456.09,76.54,PM2.5,1.28,70.97,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0.1,9.14,194.82,VERY_POOR,280.33,272.19,1.31,2022-01-01T10:16:10+05:30,ACTIVE,66.38,21.25,1372.57,76.52,PM2.5,2.93,72.91,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0,13.97,226.92,VERY_POOR,600.19,391.58,4.49,2022-01-01T21:01:16+05:30,ACTIVE,47.91,25.34,4.78,79.37,PM2.5,4.76,68.24,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,12.51,214.58,VERY_POOR,653.97,381.9,5.93,2022-01-01T22:01:16+05:30,ACTIVE,51.25,24.68,4.68,78.47,PM2.5,7.4,71.76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,13.65,232.72,VERY_POOR,618.12,395.72,4.82,2022-01-01T21:16:14+05:30,ACTIVE,48.37,25.2,4.68,79.13,PM2.5,5.46,69.13,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,13.35,238.75,VERY_POOR,646.27,408.63,5.58,2022-01-01T21:31:16+05:30,ACTIVE,48.43,25.08,4.59,79.17,PM2.5,6.8,70.39,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,11.94,250.02,VERY_POOR,669.78,432.73,6.49,2022-01-01T22:16:15+05:30,ACTIVE,50.92,24.43,4.39,78.63,PM2.5,8.46,72.99,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,353
0,13.51,202.6,VERY_POOR,649.43,353.97,5.61,2022-01-01T21:46:16+05:30,ACTIVE,49.09,24.93,4.65,78.78,PM2.5,6.85,71.03,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,14.03,220.23,VERY_POOR,601.14,392.17,4.39,2022-01-01T20:46:15+05:30,ACTIVE,47.53,25.5,4.77,79.54,PM2.5,4.77,67.65,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,16.49,226.4,VERY_POOR,577.81,394.5,3.19,2022-01-01T20:16:15+05:30,ACTIVE,42.94,25.85,4.76,83.55,PM2.5,3.3,65.45,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,14.97,234.16,VERY_POOR,599.1,415.88,3.9,2022-01-01T20:31:16+05:30,ACTIVE,45.44,25.68,4.71,81.78,PM2.5,4.3,66.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0.01,23.73,89.63,VERY_POOR,530.83,153.99,1.18,2022-01-01T18:01:16+05:30,ACTIVE,37.57,28.41,55.82,80.23,PM2.5,0.26,54.73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,356
0,19.43,94.21,VERY_POOR,537.12,161.85,1.42,2022-01-01T18:16:15+05:30,ACTIVE,43.14,28.12,32.73,81.28,PM2.5,0.61,56.34,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,18.55,237.68,VERY_POOR,551.52,416.35,2.4,2022-01-01T19:46:16+05:30,ACTIVE,41.15,26.22,4.85,80.74,PM2.5,2.21,64.34,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,15.91,108.06,VERY_POOR,557.94,202.91,2.58,2022-01-01T18:46:17+05:30,ACTIVE,49.73,27.54,8.07,82.94,PM2.5,2.4,59.44,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,16.81,102.23,VERY_POOR,548.2,184.57,1.96,2022-01-01T18:31:17+05:30,ACTIVE,47.34,27.86,16.58,83.44,PM2.5,1.42,57.84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0,17.75,154.73,VERY_POOR,558.91,279.06,2.53,2022-01-01T19:01:16+05:30,ACTIVE,47.37,27.18,5.3,82.18,PM2.5,2.5,60.82,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,18.61,193.42,VERY_POOR,554.63,338.67,2.25,2022-01-01T19:16:16+05:30,ACTIVE,44.65,26.82,4.85,82.79,PM2.5,2.13,62.31,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,18.38,214.14,VERY_POOR,552.86,379.81,2.38,2022-01-01T19:31:15+05:30,ACTIVE,43,26.48,4.85,82.27,PM2.5,2.25,63.71,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,17.87,202.98,VERY_POOR,553.4,342.68,2.41,2022-01-01T20:01:18+05:30,ACTIVE,41.19,26,4.84,81.42,PM2.5,2.16,64.75,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,352
0.09,35.13,133.68,VERY_POOR,503.52,206.6,0.79,2022-01-01T12:01:15+05:30,ACTIVE,23.55,24.7,621.61,90.71,PM2.5,0.01,68.98,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.09,35.04,146.75,VERY_POOR,505.46,235.38,0.83,2022-01-01T12:16:15+05:30,ACTIVE,23.67,25.13,507.87,89.89,PM2.5,0.07,67.95,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,371
0.1,33.56,151.98,VERY_POOR,510.3,240.88,1.01,2022-01-01T12:46:16+05:30,ACTIVE,27.21,26.06,742.98,85.51,PM2.5,0.29,65.36,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,371
0.09,31.93,151.01,VERY_POOR,509.19,245.57,0.98,2022-01-01T12:31:16+05:30,ACTIVE,27.93,25.59,647.17,89.17,PM2.5,0.27,66.94,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,371
0.09,34.14,138.51,VERY_POOR,502.52,209.81,0.86,2022-01-01T11:46:15+05:30,ACTIVE,26.7,24.27,590.38,89.07,PM2.5,0.07,70.19,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.09,38.95,139.79,VERY_POOR,509.34,215.91,0.76,2022-01-01T13:01:16+05:30,ACTIVE,21.25,26.38,551.32,81.55,PM2.5,0.1,64.31,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,371
0.1,35.94,108.21,VERY_POOR,511.71,173.37,0.85,2022-01-01T13:31:16+05:30,ACTIVE,24.53,26.93,433.33,81.04,PM2.5,0.02,62.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,369
0.09,37.35,113.2,VERY_POOR,509.97,178.51,0.73,2022-01-01T13:16:16+05:30,ACTIVE,22.19,26.61,449.66,81.92,PM2.5,0.01,63.73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,369
0.03,36.65,85.74,VERY_POOR,521.31,138.89,0.7,2022-01-01T16:31:16+05:30,ACTIVE,20.63,28.93,191.56,81.63,PM2.5,0,54.36,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,359
0.04,39.46,85.78,VERY_POOR,520.1,135.85,0.64,2022-01-01T16:16:15+05:30,ACTIVE,18.71,28.97,229.65,83.91,PM2.5,0,54.53,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,359
0.03,32.82,88.21,VERY_POOR,524.15,157.96,0.83,2022-01-01T16:46:15+05:30,ACTIVE,24.39,28.87,170.57,80.65,PM2.5,0,54.27,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,359
0.02,29.06,91.05,VERY_POOR,529.09,173.41,1,2022-01-01T17:01:15+05:30,ACTIVE,30.06,28.87,157.07,80.96,PM2.5,0.02,53.92,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,359
0.05,38.28,85.51,VERY_POOR,520.79,140.94,0.69,2022-01-01T16:01:19+05:30,ACTIVE,19.73,28.96,259.99,84.78,PM2.5,0,54.76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,362
0.01,26.43,90.31,VERY_POOR,535.62,173.93,1.29,2022-01-01T17:31:16+05:30,ACTIVE,37.12,28.79,114.56,79.93,PM2.5,0.29,53.78,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,356
0.02,25.13,93.36,VERY_POOR,535.18,187.37,1.28,2022-01-01T17:16:14+05:30,ACTIVE,37.29,28.88,139.65,80.31,PM2.5,0.22,53.73,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,356
0.01,27.48,85.97,VERY_POOR,530.85,148.3,1.11,2022-01-01T17:46:15+05:30,ACTIVE,34.04,28.64,84.17,80.26,PM2.5,0.14,53.85,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,356
0.06,37.27,92.3,VERY_POOR,521.71,183.51,0.78,2022-01-01T15:31:15+05:30,ACTIVE,20.43,28.67,295.42,84.86,PM2.5,0,55.46,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,362
0.09,36.36,104.37,VERY_POOR,517.09,170.87,0.96,2022-01-01T14:01:17+05:30,ACTIVE,26.1,27.51,360.34,82.06,PM2.5,0.07,60.7,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,369
0.09,37.95,88.28,VERY_POOR,519.62,145.77,0.89,2022-01-01T14:31:15+05:30,ACTIVE,21.61,28,358.51,83.38,PM2.5,0.01,57.96,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,366
0.07,35.21,92.01,VERY_POOR,520.25,154.5,0.82,2022-01-01T15:01:16+05:30,ACTIVE,20.86,28.36,307.13,84.41,PM2.5,0.03,56.91,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,366
0.06,36,86.53,VERY_POOR,521.82,146.19,0.77,2022-01-01T15:46:15+05:30,ACTIVE,21.41,28.82,283.48,84.38,PM2.5,0,55.07,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,362
0.08,36.84,88.8,VERY_POOR,517.15,147.2,0.81,2022-01-01T14:46:15+05:30,ACTIVE,21.12,28.17,317.32,83.44,PM2.5,0,57.32,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,366
0.09,37.42,95.57,VERY_POOR,521.19,160.62,0.99,2022-01-01T14:16:14+05:30,ACTIVE,23.28,27.79,382.47,83.17,PM2.5,0.06,59.2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,366
0.07,36.48,95.5,VERY_POOR,522.55,186.6,0.83,2022-01-01T15:16:16+05:30,ACTIVE,20.67,28.55,294.68,85.45,PM2.5,0.03,56.2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,362
0.1,37.67,105.6,VERY_POOR,512.75,167.14,0.83,2022-01-01T13:46:15+05:30,ACTIVE,24.22,27.22,376.11,80.62,PM2.5,0.03,61.49,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,369
0.03,26.04,190.33,VERY_POOR,495.03,284.99,0.99,2022-01-01T10:01:16+05:30,ACTIVE,31.86,21.13,445.22,79.29,PM2.5,0.04,77.44,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,368
0.05,30.09,157.78,VERY_POOR,492.47,240.47,1.09,2022-01-01T10:31:17+05:30,ACTIVE,30.79,22.06,484.61,79.74,PM2.5,0.26,75.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.05,31.11,148.78,VERY_POOR,492.87,226.32,0.93,2022-01-01T10:46:15+05:30,ACTIVE,29.74,22.46,517.48,80.14,PM2.5,0.01,74.66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.04,26.9,169.95,VERY_POOR,494.15,259.73,1.16,2022-01-01T10:16:14+05:30,ACTIVE,33.08,21.61,466.65,79.28,PM2.5,0.3,76.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.06,32.16,139.85,VERY_POOR,495.26,216.19,0.87,2022-01-01T11:01:17+05:30,ACTIVE,28.35,22.86,537.53,80.02,PM2.5,0.01,73.81,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.09,32.73,138.18,VERY_POOR,499.73,210.46,0.94,2022-01-01T11:31:15+05:30,ACTIVE,29.06,23.79,515.68,89.89,PM2.5,0.07,71.43,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0.08,32.81,136.78,VERY_POOR,497.39,211.92,0.89,2022-01-01T11:16:16+05:30,ACTIVE,28.06,23.32,548.88,85.75,PM2.5,0.02,72.72,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,373
0,12.54,213.84,VERY_POOR,674.85,350.61,6.12,2022-01-01T23:01:15+05:30,ACTIVE,46.4,24.12,4.12,82.65,PM2.5,7.98,74.51,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,353
0,11.83,221.27,VERY_POOR,676.49,363.69,6.47,2022-01-01T22:46:15+05:30,ACTIVE,48.69,24.25,4.16,79.64,PM2.5,8.49,74,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,353
0,13.34,196.25,VERY_POOR,638.65,338.41,4.76,2022-01-01T23:46:16+05:30,ACTIVE,42.65,23.41,4.24,84.88,PM2.5,5.76,76.25,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,11.99,242.67,VERY_POOR,672.74,406.62,6.52,2022-01-01T22:31:16+05:30,ACTIVE,49.62,24.33,4.14,78.67,PM2.5,8.58,73.64,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,353
0,14.26,219.83,VERY_POOR,660.32,360.08,5.48,2022-01-01T23:31:15+05:30,ACTIVE,41.25,23.67,4.21,84.92,PM2.5,6.91,75.81,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0,13.64,210.76,VERY_POOR,664.22,340.04,5.6,2022-01-01T23:16:14+05:30,ACTIVE,43.56,23.92,4.18,85.16,PM2.5,7.18,75.03,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/2a072b6c-ec0b-d307-bdc6-86a8b585f5df,0.94,351
0.26,27.5,124.56,VERY_POOR,96.57,178.7,1.1,2022-01-01T12:01:12+05:30,ACTIVE,34.48,25.48,12377.23,82.32,PM2.5,0,64.23,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,355
0.27,28.17,121.72,VERY_POOR,103.83,169.87,1.1,2022-01-01T12:16:11+05:30,ACTIVE,35.39,25.97,11870.18,87.46,PM2.5,0,62.89,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,353
0.28,31,129.05,VERY_POOR,110.28,174.89,0.95,2022-01-01T12:46:12+05:30,ACTIVE,31.66,27.1,7238.36,86.05,PM2.5,0,60.43,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,353
0.27,29.31,135.53,VERY_POOR,108.63,190.99,1.02,2022-01-01T12:31:12+05:30,ACTIVE,32.5,26.63,9566.42,87.91,PM2.5,0,61.27,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,353
0.25,25.61,131.53,VERY_POOR,90.84,186.69,1.16,2022-01-01T11:46:10+05:30,ACTIVE,33.75,25.09,13458.81,78.32,PM2.5,0,65.26,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,355
0.28,30.75,124.42,VERY_POOR,112.15,164.67,1.11,2022-01-01T13:01:08+05:30,ACTIVE,37.79,27.26,6460.99,80.1,PM2.5,0,60.21,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,353
0.28,31.27,122,VERY_POOR,122.88,165.56,1.26,2022-01-01T13:31:09+05:30,ACTIVE,46.28,27.55,5554.61,76.27,PM2.5,0,59.42,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/978ed964-88ee-fbc8-2092-5e41065c6405,0.94,350
