uv/avgOverTime,o3/avgOverTime,pm2p5/avgOverTime,airQualityLevel,co2/avgOverTime,pm10/avgOverTime,co/avgOverTime,observationDateTime,deviceStatus,no2/avgOverTime,airTemperature/avgOverTime,illuminance/avgOverTime,ambientNoise/avgOverTime,aqiMajorPollutant,so2/avgOverTime,relativeHumidity/avgOverTime,id,atmosphericPressure/avgOverTime,airQualityIndex
0.05,29.29,,VERY_POOR,0,,4.73,2022-01-01T16:16:11+05:30,ACTIVE,65.38,30.78,1433.92,81.93,PM2.5,0,49.38,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,330
0.03,36.42,,VERY_POOR,0,,5.08,2022-01-01T16:46:12+05:30,ACTIVE,53.59,29.97,817.02,81.21,PM2.5,0,50.47,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,330
0.02,33.24,,VERY_POOR,0,,5.64,2022-01-01T17:01:12+05:30,ACTIVE,60.57,29.65,1060.8,81,PM2.5,0,50.36,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,330
0.05,34.15,,VERY_POOR,0,,4.96,2022-01-01T16:01:15+05:30,ACTIVE,59.26,30.72,1988.51,81.97,PM2.5,0,49.23,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,328
0.01,25.33,,VERY_POOR,0,,7.47,2022-01-01T17:31:12+05:30,ACTIVE,75.8,29.75,2084.63,79.94,PM2.5,0,49.99,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,331
0.02,29.59,,VERY_POOR,0,,6.9,2022-01-01T17:16:11+05:30,ACTIVE,70.77,29.71,2552.31,80.22,PM2.5,0,50.1,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,331
0.01,25.24,,VERY_POOR,0,,8.89,2022-01-01T17:46:12+05:30,ACTIVE,74.56,29.68,351.39,80.22,PM2.5,0,50.56,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,331
0.07,29.79,,VERY_POOR,0,,4.22,2022-01-01T15:31:12+05:30,ACTIVE,63.74,30.27,1804.86,81.55,PM2.5,0,51.26,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,328
0.13,29.34,,VERY_POOR,0,,4.92,2022-01-01T14:01:14+05:30,ACTIVE,61.73,30.32,1695.25,81.45,PM2.5,0,52.2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,325
0.11,36.28,,VERY_POOR,0,,2.95,2022-01-01T14:31:12+05:30,ACTIVE,46.73,30.29,1542.93,80.28,PM2.5,0,52.14,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,326
0.09,37.11,,VERY_POOR,0,,3.72,2022-01-01T15:01:12+05:30,ACTIVE,50.24,30.27,1156.55,80.24,PM2.5,0,51.56,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,326
0.06,35.28,,VERY_POOR,0,,3.75,2022-01-01T15:46:12+05:30,ACTIVE,54.56,30.51,2213.65,81.18,PM2.5,0,50.03,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,328
0.1,38.42,,VERY_POOR,0,,3.12,2022-01-01T14:46:12+05:30,ACTIVE,44.32,30.29,1421.94,80.42,PM2.5,0,51.59,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,326
0.11,31.4,,VERY_POOR,0,,4.28,2022-01-01T14:16:11+05:30,ACTIVE,56.45,30.44,1357.66,80.59,PM2.5,0,52.21,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,326
0.08,33.07,,VERY_POOR,0,,4.47,2022-01-01T15:16:13+05:30,ACTIVE,60.37,30.17,1469.05,80.78,PM2.5,0,51.81,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,328
0.14,32.65,,VERY_POOR,0,,4.26,2022-01-01T13:46:12+05:30,ACTIVE,56.93,29.84,1945.22,82.3,PM2.5,0,52.1,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,325
0.05,33.51,,VERY_POOR,0,,2.71,2022-01-01T10:01:12+05:30,ACTIVE,60.41,21.64,761.78,76.85,PM2.5,0,68.52,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,322
0.08,32.9,,VERY_POOR,0,,2.73,2022-01-01T10:31:13+05:30,ACTIVE,60.66,23.02,1035.82,77.27,PM2.5,0,66.03,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0.11,31.49,,VERY_POOR,0,,2.78,2022-01-01T10:46:12+05:30,ACTIVE,59.62,23.99,1216.38,77.46,PM2.5,0,63.76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0.06,33.06,,VERY_POOR,0,,2.55,2022-01-01T10:16:11+05:30,ACTIVE,60.44,22.23,873.74,76.83,PM2.5,0,67.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0.14,31.56,,VERY_POOR,0,,2.39,2022-01-01T11:01:13+05:30,ACTIVE,55.37,24.89,1370.74,77.52,PM2.5,0,61.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0.19,31.81,,VERY_POOR,0,,3.47,2022-01-01T11:31:12+05:30,ACTIVE,54.92,26.32,1525.37,78.52,PM2.5,0,58.19,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0.16,32.51,,VERY_POOR,0,,2.83,2022-01-01T11:16:12+05:30,ACTIVE,53.64,25.68,1489.44,77.78,PM2.5,0,59.7,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,323
0,31.46,,VERY_POOR,0,,6.22,2022-01-01T23:01:12+05:30,ACTIVE,69.99,24.61,2.02,75.35,PM2.5,0,67.28,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,341
0,32.65,,VERY_POOR,0,,6.97,2022-01-01T22:46:12+05:30,ACTIVE,67.16,24.85,2.21,76.12,PM2.5,0,67.14,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,341
0,33.1,,VERY_POOR,0,,4.18,2022-01-01T23:46:12+05:30,ACTIVE,60.39,24.12,1.42,73.59,PM2.5,0,68.11,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,342
0,36.1,,VERY_POOR,0,,8.27,2022-01-01T22:31:12+05:30,ACTIVE,59.29,25.06,2.25,76.9,PM2.5,0,67.36,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,341
0,32.29,,VERY_POOR,0,,4.91,2022-01-01T23:31:11+05:30,ACTIVE,64.2,24.25,1.62,74.6,PM2.5,0,68.03,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,342
0,31.93,,VERY_POOR,0,,5.56,2022-01-01T23:16:11+05:30,ACTIVE,67.42,24.4,1.76,74.51,PM2.5,0,67.72,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/169af06f-bfee-3513-56e5-b9ddd7b863f0,0.94,342
0.01,14.18,69.25,VERY_POOR,350.82,107.19,0.91,2022-01-01T18:01:12+05:30,ACTIVE,62.3,26.97,335.7,75.96,PM2.5,2.68,58.04,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.01,10.19,70.02,VERY_POOR,362.37,108.72,0.94,2022-01-01T18:16:12+05:30,ACTIVE,65.54,26.52,191.65,75.87,PM2.5,2.84,60.12,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,331
0,3.98,78.81,VERY_POOR,383.52,125.19,1.16,2022-01-01T18:46:14+05:30,ACTIVE,71.83,25.6,35.53,75.72,PM2.5,3.34,63.28,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,331
0,6.28,78.69,VERY_POOR,376.98,122.47,1.05,2022-01-01T18:31:13+05:30,ACTIVE,68.96,26.01,87.48,75.99,PM2.5,3.17,61.97,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,331
0,4.71,80.99,VERY_POOR,382.53,125.13,1.02,2022-01-01T19:01:12+05:30,ACTIVE,69.45,25.1,15.75,75.62,PM2.5,3.05,64.44,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,329
0.26,33.85,129.09,VERY_POOR,273.95,181.18,0.97,2022-01-01T13:01:13+05:30,ACTIVE,56.07,26.17,1884.41,76.73,PM2.5,2.63,62.01,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,349
,,,VERY_POOR,,,,2022-01-01T13:31:08+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,346
0.26,33.85,129.09,VERY_POOR,273.95,181.18,0.97,2022-01-01T13:16:13+05:30,ACTIVE,56.07,26.17,1884.41,76.73,PM2.5,2.63,62.01,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,346
0.1,38.46,69.66,VERY_POOR,318.39,100.22,0.59,2022-01-01T16:31:12+05:30,ACTIVE,44.37,28.1,1707.87,76.67,PM2.5,1.94,53.76,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.12,35.57,70.64,VERY_POOR,321.08,100.81,0.74,2022-01-01T16:16:11+05:30,ACTIVE,48.98,28.12,1731.26,76.87,PM2.5,2.18,54.23,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.08,33.31,66.37,VERY_POOR,322.3,97.78,0.65,2022-01-01T16:46:12+05:30,ACTIVE,47.22,27.97,1492.49,76.49,PM2.5,2.07,53.84,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.06,27.46,66.39,VERY_POOR,329.26,98.1,0.72,2022-01-01T17:01:12+05:30,ACTIVE,52.21,27.86,1192.63,76.53,PM2.5,2.25,54.12,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,338
0.04,21.62,73.47,VERY_POOR,339.6,109.62,0.89,2022-01-01T17:31:12+05:30,ACTIVE,57.72,27.57,741.17,76.59,PM2.5,2.59,55.33,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.05,23.53,69.72,VERY_POOR,335.4,103.55,0.84,2022-01-01T17:16:11+05:30,ACTIVE,55.63,27.71,974.53,76.62,PM2.5,2.49,54.68,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.02,18.14,75.49,VERY_POOR,344.24,114.19,0.91,2022-01-01T17:46:12+05:30,ACTIVE,60.23,27.35,514.65,76.3,PM2.5,2.7,56.15,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,335
0.24,46.11,115.52,VERY_POOR,316.96,163.54,0.75,2022-01-01T14:01:14+05:30,ACTIVE,49.29,27.03,1739.53,76.88,PM2.5,2.24,59.5,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,346
0.22,42.01,101.3,VERY_POOR,318.17,141.96,0.8,2022-01-01T14:31:12+05:30,ACTIVE,53.33,27.41,1702.06,76.5,PM2.5,2.32,58.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.2,36.55,87.61,VERY_POOR,320.02,126.39,0.83,2022-01-01T15:01:12+05:30,ACTIVE,50.15,27.66,1643.45,76.27,PM2.5,2.4,56.49,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.21,37.59,95.88,VERY_POOR,322.09,138.11,0.9,2022-01-01T14:46:11+05:30,ACTIVE,52.64,27.5,1667.35,76.39,PM2.5,2.54,57.58,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
0.23,44.81,107.86,VERY_POOR,318.15,151.87,0.78,2022-01-01T14:16:12+05:30,ACTIVE,52.41,27.2,1756.31,76.86,PM2.5,2.26,59.23,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,343
,,,VERY_POOR,,,,2022-01-01T13:46:10+05:30,ACTIVE,,,,,PM2.5,,,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,,346
0.09,7.89,182.45,VERY_POOR,281.95,256.76,1.21,2022-01-01T10:01:10+05:30,ACTIVE,63.82,20.75,1296.19,76.48,PM2.5,2.75,74.17,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,352
0.12,13.46,150.25,VERY_POOR,279.32,208.63,1.18,2022-01-01T10:31:11+05:30,ACTIVE,65.17,21.81,1429.09,76.53,PM2.5,2.09,71.68,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0.14,16.62,97.83,VERY_POOR,280.17,134.99,1.12,2022-01-01T10:46:10+05:30,ACTIVE,64.5,22.16,1456.09,76.54,PM2.5,1.28,70.97,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0.1,9.14,194.82,VERY_POOR,280.33,272.19,1.31,2022-01-01T10:16:10+05:30,ACTIVE,66.38,21.25,1372.57,76.52,PM2.5,2.93,72.91,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/98bf83b7-a2b8-ea70-88aa-7d1d9f33dbe0,0.94,351
0,2.21,61.38,MODERATE,549,116.35,6.92,2022-01-01T21:01:11+05:30,ACTIVE,79.92,24.86,5.12,76.28,CO,11.77,69.37,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,4.52,62.49,MODERATE,568.51,115.59,6.62,2022-01-01T22:01:11+05:30,ACTIVE,83.84,24.21,5.08,77.2,CO,11.21,72.74,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,116
0,2.21,63.26,MODERATE,551.09,115.21,6.93,2022-01-01T21:16:09+05:30,ACTIVE,76.78,24.71,5.09,77.26,CO,11.79,70.2,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,116
0,1.83,66.07,MODERATE,573.3,122.89,7.47,2022-01-01T21:31:10+05:30,ACTIVE,77.2,24.54,5.06,78.14,CO,12.77,71.31,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,116
0,5.15,62.09,MODERATE,565.08,109.62,6.54,2022-01-01T22:16:09+05:30,ACTIVE,86.96,23.97,5.09,76.49,CO,10.73,73.13,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,125
0,2.55,64.27,MODERATE,578.59,123.14,7.24,2022-01-01T21:46:11+05:30,ACTIVE,78.85,24.39,5.07,78.21,CO,12.19,72.14,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,116
0,1.98,62.71,MODERATE,552.05,124.11,7.16,2022-01-01T20:46:10+05:30,ACTIVE,85.86,24.97,5.15,78.36,CO,12.48,68.65,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,1.46,58.64,MODERATE,536.98,116.86,6.73,2022-01-01T20:16:10+05:30,ACTIVE,96.83,25.1,5.34,76.93,CO,11.99,67.36,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,2.02,60.55,MODERATE,544.14,122.7,6.83,2022-01-01T20:31:11+05:30,ACTIVE,91.66,25.02,5.23,80.71,CO,12.18,67.88,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0.03,3.65,38.5,MODERATE,442.19,75.71,2.52,2022-01-01T18:01:12+05:30,ACTIVE,91.03,29.22,393.82,66.6,PM2.5,4.27,51.48,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,117
0.01,1.04,39.01,MODERATE,450.47,81.2,2.99,2022-01-01T18:16:11+05:30,ACTIVE,97.36,28.6,231.82,66.68,PM2.5,5.18,54.09,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,112
0,0,55.82,MODERATE,524.25,111.66,6.62,2022-01-01T19:46:10+05:30,ACTIVE,100.73,25.55,5.43,66.35,PM2.5,11.51,65.47,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,0.88,37.87,MODERATE,471.91,85.55,4.01,2022-01-01T18:46:14+05:30,ACTIVE,105.63,27.29,34.65,68.68,PM2.5,6.9,58.52,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,112
0,0.88,40,MODERATE,464.24,88.97,3.64,2022-01-01T18:31:13+05:30,ACTIVE,103.81,27.9,107.85,66.66,PM2.5,6.39,56.62,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,112
0,0,43.93,MODERATE,483.07,95.55,4.7,2022-01-01T19:01:12+05:30,ACTIVE,107.98,26.72,9.33,72.67,PM2.5,8.07,60.47,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,0,88.9,MODERATE,499.63,122.47,5.31,2022-01-01T19:16:10+05:30,ACTIVE,108.69,26.2,5.5,72.13,PM2.5,9.46,62.47,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,0,93.68,MODERATE,514.49,129.25,5.94,2022-01-01T19:31:10+05:30,ACTIVE,104.86,25.83,5.43,67.85,PM2.5,10.57,64.09,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
0,0.01,56.09,MODERATE,531.25,110.21,6.93,2022-01-01T20:01:12+05:30,ACTIVE,98.6,25.29,5.42,70.4,CO,12.13,66.66,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,107
1.43,89.04,42.95,MODERATE,400.66,66.08,0.71,2022-01-01T12:01:10+05:30,ACTIVE,0.93,29.08,5897.11,66.02,PM2.5,0.13,54.51,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,137
1.5,89,42.16,MODERATE,399.64,68.22,0.76,2022-01-01T12:16:10+05:30,ACTIVE,1.87,29.82,5877.37,65.69,PM2.5,0.15,52.79,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,136
1.5,82.05,43.82,MODERATE,395.91,70.4,0.93,2022-01-01T12:46:11+05:30,ACTIVE,8.47,30.16,5053.62,65.89,PM2.5,0.13,52.1,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,136
1.5,86.02,43.66,MODERATE,397.95,69.84,0.84,2022-01-01T12:31:10+05:30,ACTIVE,4.77,30.29,5445.19,65.31,PM2.5,0.09,51.69,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,136
1.3,86.71,43.99,MODERATE,403.79,66.56,0.72,2022-01-01T11:46:08+05:30,ACTIVE,1.67,28.06,5965.4,65.86,PM2.5,0.1,56.94,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,137
1.59,82.84,40.32,MODERATE,398.9,67.58,0.91,2022-01-01T13:01:10+05:30,ACTIVE,9,30.16,5356.16,67.16,PM2.5,0.14,52.16,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,136
1.79,90.39,34.23,MODERATE,399.12,57.54,1,2022-01-01T13:31:10+05:30,ACTIVE,6.9,31.55,5736.16,66.07,PM2.5,0.39,48.62,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,135
1.73,85.33,36.46,MODERATE,400.4,62.66,0.9,2022-01-01T13:16:11+05:30,ACTIVE,8.78,30.68,5726.38,66.68,PM2.5,0.2,50.8,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,135
0.24,32.26,33.85,MODERATE,424.36,65.45,1.87,2022-01-01T16:31:12+05:30,ACTIVE,58.51,32.29,1899.68,70.59,PM2.5,2.33,44.35,datakaveri.org/04a15c9960ffda227e9546f3f46e629e1fe4132b/rs.iudx.org.in/pune-env-aqm/21ece4ba-0dcf-843a-16e0-35e0082277dd,0.94,120
